Concrete Objects,Concrete Events,Abstract Entities,Concrete Actions,Abstract Actions,States,Abstract Properties,Physical Properties
0.277147653,0.06037407829,0.148168575,0.04834242551,0.004280318926,0.002901504706,0.01547269348,0.05964270727
0.2951321863,0.07461183382,0.1609076194,0.0453450033,0.006528385588,0.00365086026,0.01921947125,0.05065044062
0.2951321863,0.07685990049,0.1706492417,0.07756729213,0.006528385588,0.004400215814,0.01622204904,0.04840237396
0.2501708531,0.06786763383,0.161656975,0.0633295366,0.007277741143,0.00365086026,0.01697140459,0.03641268509
0.3048738085,0.06337150051,0.1721479528,0.06782566992,0.006528385588,0.002901504706,0.0184701157,0.0476530184
0.2921347641,0.06711827828,0.1781427972,0.05433726995,0.005779030034,0.002901504706,0.01622204904,0.05214915173
0.3018763863,0.07910796715,0.1743960194,0.06932438103,0.00502967448,0.002901504706,0.01921947125,0.05364786284
0.2456747197,0.03339727834,0.05075235298,0.02661111444,0.004280318926,0.002901504706,0.0102272046,0.03341526287
0.3138660752,0.08060667826,0.1856363527,0.08506084767,0.005779030034,0.002901504706,0.01697140459,0.05214915173
0.3033750974,0.07086505605,0.168401175,0.07456986991,0.005779030034,0.002901504706,0.02221689347,0.05964270727
0.2988789641,0.06037407829,0.1691505305,0.09030633655,0.004280318926,0.004400215814,0.01097656016,0.04390624063
0.2988789641,0.06936634494,0.1803908639,0.09180504766,0.007277741143,0.002901504706,0.02371560458,0.04090881842
0.1804807865,0.035645345,0.08297464181,0.04759306996,0.004280318926,0.00365086026,0.0102272046,0.02891912955
0.3183622085,0.0798573227,0.1916311972,0.07756729213,0.006528385588,0.004400215814,0.01247527127,0.05065044062
0.2808944308,0.06337150051,0.1721479528,0.06707631437,0.004280318926,0.00365086026,0.01772076015,0.05439721839
0.3018763863,0.06936634494,0.1556621306,0.04684371441,0.008027096697,0.002901504706,0.01622204904,0.05289850728
0.2659073197,0.06636892273,0.1564114861,0.05208920329,0.004280318926,0.002901504706,0.01322462682,0.05439721839
0.2898866974,0.07386247827,0.1601582639,0.05883340327,0.006528385588,0.00365086026,0.0184701157,0.04840237396
0.2943828308,0.0798573227,0.1669024639,0.07382051436,0.006528385588,0.004400215814,0.01547269348,0.04540495174
0.263659253,0.06561956717,0.1564114861,0.05433726995,0.007277741143,0.002901504706,0.0184701157,0.03191655177
0.2988789641,0.06561956717,0.1639050417,0.07232180325,0.006528385588,0.002901504706,0.01921947125,0.04840237396
0.270403453,0.06412085606,0.1758947305,0.0550866255,0.005779030034,0.002901504706,0.01622204904,0.04840237396
0.2891373419,0.07611054493,0.1631556861,0.06932438103,0.00502967448,0.002901504706,0.01921947125,0.05289850728
0.3273544752,0.08959894491,0.1706492417,0.05883340327,0.00502967448,0.00365086026,0.01472333793,0.05139979618
0.3138660752,0.06561956717,0.1766440861,0.08880762544,0.00502967448,0.002901504706,0.01697140459,0.04540495174
0.2651579642,0.0618727894,0.1601582639,0.07082309214,0.002781607817,0.002901504706,0.02146753792,0.05514657395
0.2943828308,0.07910796715,0.1601582639,0.08805826989,0.002781607817,0.004400215814,0.01097656016,0.04690366285
0.3026257419,0.06487021162,0.1811402194,0.06932438103,0.006528385588,0.002152149152,0.02071818236,0.03416461843
0.3236076974,0.006420478389,-0.003950602482,0.01237335891,0.002781607817,0.002901504706,0.005731071279,0.01468137402
0.3116180085,0.07910796715,0.1908818416,0.06932438103,0.006528385588,0.004400215814,0.01322462682,0.04915172951
0.2921347641,0.06412085606,0.1758947305,0.06258018104,0.004280318926,0.00365086026,0.01397398238,0.0476530184
0.2951321863,0.07086505605,0.1609076194,0.04684371441,0.008027096697,0.002901504706,0.01697140459,0.05814399616
0.2022120976,0.0259037228,0.06648881962,0.03185660332,0.004280318926,0.002901504706,0.0184701157,0.02217492956
0.3266051196,0.08135603381,0.181889575,0.06258018104,0.00502967448,0.004400215814,0.02221689347,0.04915172951
0.2621605419,0.05288052275,0.1511659972,0.08056471435,0.005779030034,0.004400215814,0.0184701157,0.04165817397
0.304124453,0.07685990049,0.1579101972,0.06407889215,0.005779030034,0.004400215814,0.01921947125,0.04840237396
0.3206102752,0.06112343385,0.1579101972,0.07382051436,0.005779030034,0.002901504706,0.02221689347,0.05364786284
0.3131167196,0.08585216714,0.1826389305,0.05433726995,0.004280318926,0.002901504706,0.01996882681,0.0461543073
0.3415922307,0.097841856,0.1976260416,0.09630118098,0.004280318926,0.002901504706,0.02071818236,0.05889335172
0.3213596307,0.07086505605,0.1706492417,0.06108146994,0.008027096697,0.005898926923,0.01397398238,0.04915172951
0.2816437863,0.07611054493,0.1511659972,0.05808404772,0.004280318926,0.002901504706,0.01172591571,0.02891912955
0.1407649421,0.03339727834,0.09046819735,0.04009951442,0.002781607817,0.002152149152,0.0184701157,0.02142557401
0.3288531863,0.09709250045,0.1661531083,0.09330375877,0.005779030034,0.004400215814,0.01622204904,0.05364786284
0.1879743421,0.04089083388,0.0634913974,0.04159822553,0.003530963372,0.002901504706,0.01472333793,0.01767879624
0.1722378754,0.03414663389,0.06499010851,0.03335531443,0.004280318926,0.002901504706,0.00947784905,0.02816977399
0.3378454529,0.07685990049,0.1654037528,0.05733469216,0.004280318926,0.002901504706,0.01322462682,0.03191655177
0.3198609196,0.08210538937,0.1893831305,0.07531922547,0.004280318926,0.00365086026,0.01322462682,0.05065044062
0.3213596307,0.08285474492,0.1781427972,0.05583598106,0.007277741143,0.002901504706,0.01921947125,0.05739464061
