Animals,Body Parts,Humans,Human Groups,Plants,Natural Scenes,Miscellaneous Natural Objects,Furniture,Hand Tools,Manufactured Foods,Musical Instruments,Places/Buildings,Vehicles,Miscellaneous Artifacts,Social Events,Nonverbal Sound Events,Weather Events,Miscellaneous Concrete Events,Abstract Constructs,Cognitive Entities,Emotions,Social Constructs,Time Periods,Body Actions,Locative Change Actions,Social Actions,Miscellaneous Actions,Abstract Actions,States,Abstract Properties,Physical Properties
0.03995302925,0.01044987602,0.05154091392,0.005936890726,0.04553150304,0.01692648408,0.004676155651,0.00670532549,0.03622103029,0.01901283328,0.03072065514,0.03251273984,0.03265778016,0.007949325144,0.0306495296,0.006070774097,0.01360729218,0.002751582195,0.03509975706,0.01204531952,0.0234295899,0.01189330611,0.01422510815,0.008726127619,0.008558773405,0.01230750779,0.008028818396,0.004033236547,0.002722295207,0.01393642213,0.04319412252
0.04832073993,0.01742296825,0.06757902605,0.005936890726,0.05110997682,0.01762379331,0.004676155651,0.006008016267,0.0334317934,0.02459130706,0.03281258281,0.03251273984,0.02986854327,0.006554706698,0.03413607571,0.008162701766,0.01639652907,0.002054272971,0.0392836124,0.009953391852,0.02691613601,0.01398523378,0.01213318048,0.008028818396,0.007861464182,0.01091288934,0.008028818396,0.006125164216,0.00341960443,0.01463373136,0.03831295796
0.04274226614,0.01533104058,0.05851400615,0.005936890726,0.05180728604,0.01762379331,0.006070774097,0.00879725316,0.03761564873,0.02110476095,0.03141796436,0.03669659518,0.03056585249,0.01213318048,0.04041185872,0.006070774097,0.0170938383,0.002054272971,0.03719168473,0.009953391852,0.02412689912,0.01328792456,0.01771165427,0.01151536451,0.01483455641,0.01370212624,0.007331509172,0.006125164216,0.00341960443,0.01254180369,0.03691833951
0.03646648313,0.01463373136,0.06130324305,0.005936890726,0.04483419381,0.01622917486,0.007465392543,0.00879725316,0.02924793806,0.01831552406,0.03141796436,0.02763157528,0.02847392482,0.00934394359,0.03204414804,0.005373464874,0.01290998296,0.002054272971,0.03788899395,0.008558773405,0.02691613601,0.01328792456,0.01143587126,0.006634199949,0.009953391852,0.01509674468,0.009423436842,0.006125164216,0.00341960443,0.01393642213,0.02855062883
0.04553150304,0.0188175867,0.06967095372,0.006634199949,0.05110997682,0.01692648408,0.004676155651,0.009494562383,0.0424968133,0.02319668862,0.03211527358,0.03809121362,0.02847392482,0.00934394359,0.02925491115,0.006070774097,0.01360729218,0.002054272971,0.03161321094,0.009953391852,0.02412689912,0.01398523378,0.01492241738,0.01221267373,0.01065070107,0.01370212624,0.008726127619,0.005427854993,0.002722295207,0.01393642213,0.03761564873
0.04971535838,0.02369875126,0.06478978916,0.005936890726,0.04901804915,0.01901841175,0.006070774097,0.005310707044,0.03831295796,0.01831552406,0.03490451047,0.03878852285,0.02917123404,0.008646634367,0.02995222037,0.006070774097,0.01779114752,0.002054272971,0.03579706628,0.008558773405,0.02691613601,0.014682543,0.01422510815,0.008028818396,0.01343993797,0.01230750779,0.008028818396,0.005427854993,0.002722295207,0.01323911291,0.04110219485
0.04901804915,0.01742296825,0.06269786149,0.006634199949,0.04901804915,0.01901841175,0.008162701766,0.008099943936,0.03901026718,0.02528861629,0.03211527358,0.03809121362,0.03335508938,0.01004125281,0.03553069416,0.009557320213,0.01360729218,0.002054272971,0.03440244783,0.009256082628,0.02691613601,0.01607716145,0.01701434505,0.01151536451,0.01274262874,0.01509674468,0.008028818396,0.004033236547,0.002722295207,0.01463373136,0.0397075764
0.03786110158,0.01254180369,0.05154091392,0.005936890726,0.0413476477,0.009256082628,0.005373464874,0.006008016267,0.02645870116,0.01343435949,0.014682543,0.01786924615,0.01383043113,0.006554706698,0.02018989125,0.005373464874,0.008028818396,0.002054272971,0.02115357259,0.007861464182,0.01506187922,0.01189330611,0.007252015921,0.005936890726,0.007861464182,0.009518270896,0.006634199949,0.004033236547,0.002722295207,0.009055257572,0.02855062883
0.03995302925,0.02300144204,0.07176288139,0.006634199949,0.04483419381,0.01692648408,0.005373464874,0.005310707044,0.03622103029,0.02180207017,0.03072065514,0.0464589243,0.02359276026,0.007949325144,0.03831993105,0.00886001099,0.01290998296,0.002054272971,0.03858630317,0.0113480103,0.02412689912,0.01328792456,0.01422510815,0.008028818396,0.01901841175,0.0157940539,0.009423436842,0.004033236547,0.002722295207,0.01254180369,0.0397075764
0.04901804915,0.02090951437,0.07106557217,0.005936890726,0.04971535838,0.01832110253,0.00676808332,0.01019187161,0.03412910262,0.02319668862,0.03281258281,0.04576161508,0.02847392482,0.01004125281,0.03622800338,0.005373464874,0.01569921985,0.002054272971,0.03300782939,0.008558773405,0.02552151757,0.01328792456,0.01492241738,0.008726127619,0.01553186564,0.01161019857,0.007331509172,0.005427854993,0.002722295207,0.01672565903,0.0424968133
0.04692612148,0.01672565903,0.06478978916,0.006634199949,0.04065033847,0.01832110253,0.00676808332,0.008099943936,0.03552372107,0.02947247163,0.03281258281,0.03878852285,0.02917123404,0.007252015921,0.02995222037,0.008162701766,0.0143046014,0.002054272971,0.03440244783,0.01274262874,0.02831075446,0.01259061533,0.01352779893,0.01151536451,0.01553186564,0.01509674468,0.009423436842,0.004033236547,0.004116913654,0.009752566795,0.03412910262
0.03925572003,0.02090951437,0.06618440761,0.007331509172,0.05180728604,0.01692648408,0.004676155651,0.007402634713,0.02994524728,0.0197101425,0.03211527358,0.03599928596,0.02638199715,0.00934394359,0.03622800338,0.005373464874,0.01500191063,0.002054272971,0.04137554007,0.01065070107,0.02691613601,0.01259061533,0.01492241738,0.01012074607,0.009953391852,0.01509674468,0.008726127619,0.006125164216,0.002722295207,0.01742296825,0.03203717495
0.02809877246,0.009752566795,0.02713509111,0.005936890726,0.03297993702,0.01065070107,0.005373464874,0.00670532549,0.02366946427,0.0197101425,0.0174717799,0.02065848305,0.01871159569,0.007949325144,0.01949258202,0.006070774097,0.006634199949,0.002054272971,0.02464011871,0.008558773405,0.01785111611,0.01119599689,0.006554706698,0.005936890726,0.007861464182,0.01230750779,0.008028818396,0.004033236547,0.00341960443,0.008357948349,0.02227484582
0.04901804915,0.02090951437,0.06548709838,0.006634199949,0.05389921371,0.01901841175,0.004676155651,0.01228379928,0.03482641184,0.02528861629,0.0356018197,0.03878852285,0.03056585249,0.01004125281,0.03622800338,0.00886001099,0.01221267373,0.002054272971,0.04346746774,0.009953391852,0.03179730058,0.014682543,0.0156197266,0.01012074607,0.01692648408,0.0157940539,0.008028818396,0.006125164216,0.00341960443,0.01044987602,0.03691833951
0.04622881226,0.02160682359,0.05642207848,0.006634199949,0.05250459527,0.01832110253,0.004676155651,0.00670532549,0.02994524728,0.01761821483,0.03141796436,0.03251273984,0.03196047093,0.01004125281,0.03204414804,0.006070774097,0.01569921985,0.002054272971,0.04486208618,0.01204531952,0.02691613601,0.014682543,0.01352779893,0.009423436842,0.01483455641,0.01230750779,0.01012074607,0.004033236547,0.00341960443,0.01533104058,0.03901026718
0.04483419381,0.01812027747,0.06548709838,0.005936890726,0.04762343071,0.01762379331,0.006070774097,0.006008016267,0.0424968133,0.02459130706,0.03420720125,0.03042081217,0.02917123404,0.01004125281,0.03483338493,0.00676808332,0.01360729218,0.002054272971,0.03300782939,0.009953391852,0.02900806368,0.01259061533,0.01701434505,0.007331509172,0.01204531952,0.01370212624,0.006634199949,0.006822473439,0.002722295207,0.01114718524,0.0397075764
0.04483419381,0.01044987602,0.05293553237,0.005936890726,0.0385584108,0.01692648408,0.004676155651,0.00879725316,0.03412910262,0.0197101425,0.02305025368,0.03390735829,0.02986854327,0.008646634367,0.03274145726,0.004676155651,0.01360729218,0.003448891418,0.03579706628,0.01065070107,0.02482420834,0.01328792456,0.0156197266,0.008726127619,0.008558773405,0.01300481701,0.008028818396,0.004033236547,0.002722295207,0.01184449446,0.0397075764
0.04832073993,0.01742296825,0.06548709838,0.005936890726,0.05110997682,0.01762379331,0.004676155651,0.00670532549,0.03482641184,0.02319668862,0.03281258281,0.03460466751,0.02568468793,0.006554706698,0.03413607571,0.007465392543,0.01639652907,0.002054272971,0.0392836124,0.009953391852,0.02621882679,0.01398523378,0.01213318048,0.008028818396,0.008558773405,0.009518270896,0.008028818396,0.006125164216,0.00341960443,0.01323911291,0.03761564873
0.04483419381,0.01742296825,0.0599086246,0.005936890726,0.04901804915,0.01762379331,0.006070774097,0.008099943936,0.03831295796,0.02110476095,0.03211527358,0.03530197673,0.03126316171,0.01283048971,0.04110916794,0.00676808332,0.01639652907,0.002054272971,0.03858630317,0.009953391852,0.02412689912,0.01259061533,0.01771165427,0.01151536451,0.01204531952,0.01161019857,0.008028818396,0.006125164216,0.00341960443,0.01254180369,0.03482641184
