Animals,Body Parts,Humans,Human Groups,Plants,Natural Scenes,Miscellaneous Natural Objects,Furniture,Hand Tools,Manufactured Foods,Musical Instruments,Places/Buildings,Vehicles,Miscellaneous Artifacts,Social Events,Nonverbal Sound Events,Weather Events,Miscellaneous Concrete Events,Abstract Constructs,Cognitive Entities,Emotions,Social Constructs,Time Periods,Body Actions,Locative Change Actions,Social Actions,Miscellaneous Actions,Abstract Actions,States,Abstract Properties,Physical Properties
0.03803542889,0.007660639126,0.04892600433,0.004890926891,0.04378822998,0.01675215678,0.00345586451,0.004962052432,0.03221150226,0.01552628716,0.02740843633,0.02780590258,0.0309145071,0.006380379392,0.0247224012,0.005024810262,0.01273565565,0.002577254889,0.02847531944,0.009430409934,0.02133766223,0.009104069218,0.01108721665,0.006459872643,0.006815500347,0.01004125281,0.005936890726,0.002987272712,0.002024985984,0.01079853063,0.04162517677
0.04483419381,0.01655133172,0.06252353419,0.004367944974,0.04849506723,0.01622917486,0.00345586451,0.006008016267,0.03221150226,0.02337101592,0.0326382555,0.02989783025,0.0277766156,0.005334415557,0.02995222037,0.006070774097,0.0143046014,0.001531291054,0.03370513861,0.007338482265,0.02447555373,0.01067301497,0.01004125281,0.006982854561,0.006815500347,0.008472307062,0.006459872643,0.004556218464,0.002547967901,0.01341344022,0.03534939376
0.03960437464,0.01393642213,0.05467880543,0.004890926891,0.0505869949,0.01466022911,0.004501828345,0.008099943936,0.03482641184,0.02023312442,0.03211527358,0.03251273984,0.02829959751,0.01056423473,0.03413607571,0.005024810262,0.01482758332,0.001531291054,0.03056724711,0.007861464182,0.02186064415,0.01067301497,0.0157940539,0.01064372798,0.01361426527,0.01056423473,0.005936890726,0.004556218464,0.003070949819,0.01132151255,0.03378044801
0.0322826278,0.01341344022,0.05624775118,0.004890926891,0.04065033847,0.01413724719,0.006070774097,0.008099943936,0.02855062883,0.01500330525,0.03106930975,0.02362204724,0.02516170601,0.007426343227,0.02681432887,0.00554779218,0.01168969182,0.001531291054,0.03265917478,0.00629251843,0.02395257182,0.01067301497,0.008995288979,0.004890926891,0.007338482265,0.01474809007,0.007505836478,0.005079200382,0.002547967901,0.01184449446,0.02541273733
0.04221928423,0.01759729556,0.06670738953,0.005413908809,0.04797208532,0.01518321103,0.004501828345,0.007576962019,0.03901026718,0.02232505209,0.03159229166,0.03460466751,0.02568468793,0.006903361309,0.02629134695,0.004501828345,0.0111667099,0.002054272971,0.03004426519,0.008384446099,0.02290660798,0.01015003305,0.01370212624,0.01012074607,0.008384446099,0.01161019857,0.006982854561,0.004556218464,0.002024985984,0.0128904583,0.03325746609
0.0474491034,0.02230413281,0.06147757035,0.004367944974,0.04483419381,0.01675215678,0.004501828345,0.003916088597,0.03430342992,0.01814119675,0.03473018317,0.03460466751,0.02568468793,0.006380379392,0.02576836503,0.005024810262,0.01639652907,0.001531291054,0.03161321094,0.007861464182,0.02499853565,0.01328792456,0.01108721665,0.008028818396,0.01204531952,0.009518270896,0.006982854561,0.004033236547,0.002024985984,0.01132151255,0.03639535759
0.04797208532,0.0160283498,0.05886266076,0.004890926891,0.04954103107,0.01727513869,0.006070774097,0.006530998184,0.03744132143,0.02493996168,0.03211527358,0.03565063134,0.03248345285,0.007949325144,0.03570502146,0.008162701766,0.01273565565,0.001531291054,0.03004426519,0.007338482265,0.02447555373,0.01224196072,0.01527107199,0.008551800313,0.01256830144,0.01213318048,0.006459872643,0.003510254629,0.002024985984,0.01341344022,0.03744132143
0.03646648313,0.01184449446,0.0478800405,0.004367944974,0.0385584108,0.007338482265,0.005024810262,0.004439070515,0.02332080966,0.01081944991,0.01119599689,0.0131624089,0.01104119424,0.005334415557,0.01530872669,0.003978846427,0.005936890726,0.001531291054,0.01487778959,0.005769536513,0.01192398772,0.009104069218,0.005857397475,0.004367944974,0.00629251843,0.006903361309,0.004890926891,0.002987272712,0.002024985984,0.007137657208,0.02332080966
0.03594350122,0.02178115089,0.06827633528,0.004890926891,0.04378822998,0.01675215678,0.004501828345,0.003916088597,0.03430342992,0.01918716058,0.03054632783,0.04454132394,0.02097785067,0.006903361309,0.03361309379,0.006593756014,0.0111667099,0.001531291054,0.03422812053,0.01099935569,0.0234295899,0.01015003305,0.01213318048,0.006982854561,0.01727513869,0.0126561624,0.008028818396,0.004033236547,0.002024985984,0.01184449446,0.03639535759
0.0474491034,0.01916624131,0.06932229911,0.004890926891,0.04901804915,0.01832110253,0.005024810262,0.01019187161,0.03221150226,0.02180207017,0.03211527358,0.04140343243,0.02620766984,0.007949325144,0.03047520229,0.003978846427,0.0143046014,0.001531291054,0.03004426519,0.00629251843,0.02447555373,0.0117189788,0.01213318048,0.007505836478,0.01622917486,0.01056423473,0.005936890726,0.004033236547,0.002024985984,0.01550536789,0.04162517677
