Concrete Objects,Concrete Events,Abstract Entities,Concrete Actions,Abstract Actions,States,Abstract Properties,Physical Properties
0.3168634974,0.08959894491,0.1878844194,0.07831664768,0.008776452251,0.005898926923,0.02446496013,0.06638690726
0.325855764,0.09709250045,0.1953779749,0.06932438103,0.01027516336,0.005898926923,0.02446496013,0.06039206283
0.3378454529,0.1015886338,0.196876686,0.09630118098,0.01177387447,0.007397638031,0.02296624903,0.06189077393
0.3093699419,0.09709250045,0.1863857083,0.08281278101,0.01027516336,0.007397638031,0.02596367124,0.05139979618
0.3318506085,0.08660152269,0.1908818416,0.09630118098,0.01027516336,0.005898926923,0.02446496013,0.06189077393
0.3123673641,0.08959894491,0.2043702416,0.08431149212,0.01027516336,0.005898926923,0.02446496013,0.06189077393
0.339344164,0.09559378934,0.1923805527,0.08281278101,0.008776452251,0.005898926923,0.02446496013,0.06338948504
0.2853905641,0.06112343385,0.112948864,0.05883340327,0.008776452251,0.005898926923,0.0184701157,0.04990108507
0.339344164,0.1030873449,0.2088663749,0.09330375877,0.008776452251,0.005898926923,0.02296624903,0.06338948504
0.3363467418,0.1015886338,0.196876686,0.08880762544,0.01177387447,0.005898926923,0.02746238235,0.06638690726
0.3303518974,0.09259636712,0.1998741083,0.1067921587,0.008776452251,0.007397638031,0.02146753792,0.05739464061
0.325855764,0.1015886338,0.2058689527,0.1007973143,0.01027516336,0.005898926923,0.02746238235,0.05439721839
0.2659073197,0.07311312271,0.1279359751,0.07531922547,0.008776452251,0.005898926923,0.0184701157,0.04240752952
0.3363467418,0.1015886338,0.2118637971,0.09779989209,0.01177387447,0.005898926923,0.01996882681,0.05739464061
0.3213596307,0.08959894491,0.196876686,0.09480246988,0.008776452251,0.007397638031,0.02296624903,0.06039206283
0.3378454529,0.09709250045,0.1893831305,0.07681793657,0.01327258558,0.005898926923,0.01996882681,0.06638690726
0.3003776752,0.09259636712,0.1863857083,0.0813140699,0.008776452251,0.005898926923,0.02146753792,0.06039206283
0.3123673641,0.09559378934,0.196876686,0.07981535879,0.01027516336,0.005898926923,0.02446496013,0.06039206283
0.3363467418,0.1060847671,0.1908818416,0.08431149212,0.01177387447,0.007397638031,0.02296624903,0.05889335172
0.3153647863,0.08959894491,0.1848869972,0.07681793657,0.01177387447,0.004400215814,0.02746238235,0.04240752952
0.3303518974,0.08510281158,0.1893831305,0.09480246988,0.01027516336,0.005898926923,0.02596367124,0.05439721839
0.2883879863,0.09109765602,0.2013728194,0.0813140699,0.01027516336,0.005898926923,0.02446496013,0.06039206283
0.325855764,0.08959894491,0.1833882861,0.0813140699,0.01027516336,0.005898926923,0.02446496013,0.05739464061
0.3453390085,0.1075834782,0.1998741083,0.08281278101,0.008776452251,0.005898926923,0.01996882681,0.06488819615
0.3408428751,0.0881002338,0.1953779749,0.0992986032,0.008776452251,0.005898926923,0.02296624903,0.0558959295
0.283891853,0.0881002338,0.1848869972,0.08880762544,0.005779030034,0.005898926923,0.02746238235,0.06338948504
0.3243570529,0.1120796115,0.1923805527,0.1022960254,0.005779030034,0.007397638031,0.02146753792,0.05139979618
0.3243570529,0.09409507823,0.2058689527,0.04834242551,0.01327258558,0.004400215814,0.02446496013,0.04240752952
0.3483364307,0.01915952281,0.002044241952,0.02436304778,0.005779030034,0.004400215814,0.007979137941,0.01842815179
0.3363467418,0.09859121156,0.210365086,0.09030633655,0.01327258558,0.005898926923,0.02296624903,0.05889335172
0.3318506085,0.09409507823,0.1998741083,0.09330375877,0.008776452251,0.007397638031,0.01996882681,0.05439721839
0.3333493196,0.09709250045,0.1878844194,0.07981535879,0.01327258558,0.005898926923,0.02446496013,0.06638690726
0.2883879863,0.05063245609,0.126437264,0.05733469216,0.008776452251,0.005898926923,0.02746238235,0.03641268509
0.3468377196,0.1105809004,0.2133625082,0.08880762544,0.01027516336,0.007397638031,0.03045980457,0.06039206283
0.3003776752,0.08060667826,0.1773934416,0.09779989209,0.008776452251,0.007397638031,0.02596367124,0.05439721839
0.3378454529,0.1015886338,0.1893831305,0.08581020323,0.01027516336,0.007397638031,0.02746238235,0.06039206283
0.3408428751,0.09109765602,0.1878844194,0.09180504766,0.01027516336,0.005898926923,0.02746238235,0.06488819615
0.3348480307,0.104586056,0.2058689527,0.0813140699,0.008776452251,0.005898926923,0.02596367124,0.05739464061
0.3498351418,0.1195731671,0.2163599305,0.1022960254,0.008776452251,0.005898926923,0.02746238235,0.06338948504
0.3363467418,0.09859121156,0.2013728194,0.08730891433,0.01327258558,0.007397638031,0.02146753792,0.06039206283
0.3168634974,0.1000899227,0.1878844194,0.07681793657,0.008776452251,0.005898926923,0.02296624903,0.04540495174
0.2254421198,0.0701157005,0.1369282417,0.07082309214,0.005779030034,0.004400215814,0.02746238235,0.0379113962
0.3438402973,0.1120796115,0.196876686,0.1082908699,0.01177387447,0.00889634914,0.02296624903,0.05739464061
0.2494214975,0.07161441161,0.1159462862,0.07082309214,0.007277741143,0.005898926923,0.02146753792,0.0379113962
0.2569150531,0.06861698939,0.1294346862,0.06782566992,0.008776452251,0.005898926923,0.01996882681,0.04540495174
0.3483364307,0.09859121156,0.1923805527,0.0813140699,0.008776452251,0.005898926923,0.02296624903,0.04990108507
0.3348480307,0.1105809004,0.2058689527,0.09480246988,0.008776452251,0.007397638031,0.02446496013,0.06338948504
0.3438402973,0.1060847671,0.1983753972,0.0813140699,0.01177387447,0.005898926923,0.02896109346,0.06039206283
