Living Things,Other Natural Objects,Artifacts,Social Events,Nonverbal Sound Events,Weather Events,Miscellaneous Concrete Events,Abstract Constructs,Cognitive Entities,Emotions,Social Constructs,Time Periods,Body Actions,Locative Change Actions,Social Actions,Miscellaneous Actions,Abstract Actions,States,Abstract Properties,Physical Properties
0.1425850859,0.0248362124,0.1597975046,0.03405449463,0.00674519794,0.01511897457,0.003057265227,0.03899911366,0.01338347682,0.0260324662,0.0132145757,0.01580542591,0.00969554411,0.009509597922,0.01367479252,0.00892076833,0.004481303111,0.003024724645,0.01548466874,0.04799271091
0.1720265655,0.02406143662,0.1636713835,0.03792837353,0.009069525279,0.01821807769,0.002282489448,0.04364776834,0.01105914948,0.0299063451,0.01553890304,0.01348109857,0.00892076833,0.008734822142,0.01212524096,0.00892076833,0.006805630451,0.003799500425,0.01625944452,0.04256928045
0.1627292562,0.02561098818,0.1683200382,0.04490135555,0.00674519794,0.01899285347,0.002282489448,0.041323441,0.01105914948,0.02680724198,0.01476412726,0.01967930481,0.01279464723,0.01648257994,0.01522434407,0.00814599255,0.006805630451,0.003799500425,0.01393511718,0.04101972889
0.1487832921,0.02561098818,0.1505001952,0.03560404619,0.00597042216,0.01434419879,0.002282489448,0.04209821678,0.009509597922,0.0299063451,0.01476412726,0.01270632279,0.00737121677,0.01105914948,0.01677389563,0.01047031989,0.006805630451,0.003799500425,0.01548466874,0.03172241953
0.1743508929,0.02328666084,0.1745182444,0.03250494307,0.00674519794,0.01511897457,0.002282489448,0.03512523476,0.01105914948,0.02680724198,0.01553890304,0.01658020169,0.01356942301,0.01183392526,0.01522434407,0.00969554411,0.006030854671,0.003024724645,0.01548466874,0.04179450467
0.1697022382,0.02793531552,0.158247953,0.03327971885,0.00674519794,0.01976762925,0.002282489448,0.03977388944,0.009509597922,0.0299063451,0.01631367882,0.01580542591,0.00892076833,0.01493302838,0.01367479252,0.00892076833,0.006030854671,0.003024724645,0.01470989296,0.04566838357
0.1673779108,0.02948486708,0.1807164507,0.03947792509,0.01061907684,0.01511897457,0.002282489448,0.03822433788,0.0102843737,0.0299063451,0.01786323038,0.01890452903,0.01279464723,0.0141582526,0.01677389563,0.00892076833,0.004481303111,0.003024724645,0.01625944452,0.04411883201
0.138711207,0.01631367882,0.08309470239,0.02243285793,0.00597042216,0.00892076833,0.002282489448,0.02350359806,0.008734822142,0.01673515685,0.0132145757,0.008057668111,0.00659644099,0.008734822142,0.0105756894,0.00737121677,0.004481303111,0.003024724645,0.01006123828,0.03172241953
0.1743508929,0.02406143662,0.169094814,0.04257702821,0.009844301059,0.01434419879,0.002282489448,0.04287299256,0.01260870104,0.02680724198,0.01476412726,0.01580542591,0.00892076833,0.02113123462,0.01754867141,0.01047031989,0.004481303111,0.003024724645,0.01393511718,0.04411883201
0.1797743233,0.02716053974,0.1783921233,0.04025270087,0.00597042216,0.01744330191,0.002282489448,0.03667478632,0.009509597922,0.02835679354,0.01476412726,0.01658020169,0.00969554411,0.01725735572,0.01290001674,0.00814599255,0.006030854671,0.003024724645,0.01858377186,0.04721793513
0.1565310499,0.02793531552,0.1745182444,0.03327971885,0.009069525279,0.01589375035,0.002282489448,0.03822433788,0.0141582526,0.03145589666,0.01398935148,0.01503065013,0.01279464723,0.01725735572,0.01677389563,0.01047031989,0.004481303111,0.004574276204,0.01083601406,0.03792062577
0.1759004444,0.02406143662,0.1613470562,0.04025270087,0.00597042216,0.01666852613,0.002282489448,0.04597209568,0.01183392526,0.0299063451,0.01398935148,0.01658020169,0.01124509567,0.01105914948,0.01677389563,0.00969554411,0.006805630451,0.003024724645,0.01935854764,0.03559629843
0.09067510862,0.0170884546,0.1140857336,0.02165808215,0.00674519794,0.00737121677,0.002282489448,0.02737747696,0.009509597922,0.01983425997,0.01243979992,0.007282892331,0.00659644099,0.008734822142,0.01367479252,0.00892076833,0.004481303111,0.003799500425,0.009286462498,0.02474943751
0.1805490991,0.02638576396,0.1783921233,0.04025270087,0.009844301059,0.01356942301,0.002282489448,0.04829642302,0.01105914948,0.03532977556,0.01631367882,0.01735497747,0.01124509567,0.01880690728,0.01754867141,0.00892076833,0.006805630451,0.003799500425,0.01161078984,0.04101972889
0.1681526866,0.02561098818,0.1481758679,0.03560404619,0.00674519794,0.01744330191,0.002282489448,0.04984597457,0.01338347682,0.0299063451,0.01631367882,0.01503065013,0.01047031989,0.01648257994,0.01367479252,0.01124509567,0.004481303111,0.003799500425,0.0170342203,0.04334405623
0.1689274624,0.02561098818,0.1667704866,0.03870314931,0.00751997372,0.01511897457,0.002282489448,0.03667478632,0.01105914948,0.03223067244,0.01398935148,0.01890452903,0.00814599255,0.01338347682,0.01522434407,0.00737121677,0.00758040623,0.003024724645,0.01238556562,0.04411883201
0.1418103101,0.0248362124,0.144301989,0.03637882197,0.00519564638,0.01511897457,0.003832041007,0.03977388944,0.01183392526,0.02758201776,0.01476412726,0.01735497747,0.00969554411,0.009509597922,0.01444956829,0.00892076833,0.004481303111,0.003024724645,0.0131603414,0.04411883201
0.170477014,0.02406143662,0.1613470562,0.03792837353,0.008294749499,0.01821807769,0.002282489448,0.04364776834,0.01105914948,0.02913156932,0.01553890304,0.01348109857,0.00892076833,0.009509597922,0.0105756894,0.00892076833,0.006805630451,0.003799500425,0.01470989296,0.04179450467
0.1627292562,0.02561098818,0.1683200382,0.04567613133,0.00751997372,0.01821807769,0.002282489448,0.04287299256,0.01105914948,0.02680724198,0.01398935148,0.01967930481,0.01279464723,0.01338347682,0.01290001674,0.00892076833,0.006805630451,0.003799500425,0.01393511718,0.03869540155
0.152657171,0.02406143662,0.1597975046,0.03327971885,0.00519564638,0.01201987145,0.002282489448,0.04287299256,0.008734822142,0.0260324662,0.0170884546,0.01193154701,0.00737121677,0.008734822142,0.01522434407,0.01201987145,0.006805630451,0.002249948865,0.0170342203,0.02784854063
0.1728013413,0.02328666084,0.1714191413,0.03250494307,0.00364609482,0.01434419879,0.002282489448,0.03822433788,0.0102843737,0.0299063451,0.01243979992,0.01658020169,0.01511897457,0.01105914948,0.01522434407,0.00892076833,0.005256078891,0.003024724645,0.01625944452,0.03869540155
0.1673779108,0.02716053974,0.1419776617,0.03250494307,0.00751997372,0.01589375035,0.002282489448,0.04054866522,0.0102843737,0.02913156932,0.01631367882,0.01580542591,0.00892076833,0.01570780416,0.01367479252,0.00969554411,0.006030854671,0.003024724645,0.01470989296,0.04411883201
0.1666031351,0.02716053974,0.1737434686,0.04025270087,0.008294749499,0.01279464723,0.002282489448,0.03667478632,0.01105914948,0.02835679354,0.01476412726,0.01890452903,0.01279464723,0.01570780416,0.01522434407,0.00892076833,0.005256078891,0.003024724645,0.01625944452,0.04101972889
0.1697022382,0.02716053974,0.1768425718,0.04645090711,0.009069525279,0.01976762925,0.002282489448,0.0374495621,0.01338347682,0.02835679354,0.01631367882,0.01812975325,0.00969554411,0.01183392526,0.01367479252,0.00737121677,0.004481303111,0.003799500425,0.01238556562,0.04334405623
0.1681526866,0.02406143662,0.1737434686,0.04412657977,0.00209654326,0.01047031989,0.002282489448,0.04287299256,0.01260870104,0.02835679354,0.01243979992,0.01580542591,0.00969554411,0.02113123462,0.01909822297,0.01047031989,0.004481303111,0.003024724645,0.01393511718,0.03792062577
0.1720265655,0.02716053974,0.1535992984,0.04025270087,0.00364609482,0.01201987145,0.001507713668,0.03590001054,0.008734822142,0.02525769042,0.01553890304,0.01503065013,0.01124509567,0.01570780416,0.01444956829,0.00814599255,0.002931751551,0.003024724645,0.01858377186,0.04334405623
0.170477014,0.02948486708,0.1714191413,0.04257702821,0.00674519794,0.01899285347,0.002282489448,0.03590001054,0.01183392526,0.0260324662,0.0170884546,0.01658020169,0.01356942301,0.01493302838,0.01754867141,0.01124509567,0.002931751551,0.004574276204,0.01083601406,0.03792062577
0.1797743233,0.0248362124,0.1613470562,0.03715359775,0.00519564638,0.01666852613,0.002282489448,0.04442254412,0.01183392526,0.02835679354,0.01398935148,0.01658020169,0.00892076833,0.006410494803,0.007476586276,0.00659644099,0.006805630451,0.002249948865,0.0170342203,0.02784854063
0.1255400187,0.01631367882,0.08541902973,0.008486893893,-0.0002277840793,0.002722562091,0.0007329378878,-0.0005144511178,0.004086167463,0.007437847487,0.002367714783,0.003409013432,0.002722562091,0.004086167463,0.001278380037,0.00582166521,0.002931751551,0.003024724645,0.004637807818,0.01235302503
0.1805490991,0.0248362124,0.1807164507,0.04180225243,0.00597042216,0.01511897457,0.002282489448,0.04674687146,0.01105914948,0.03687932712,0.01631367882,0.01735497747,0.01201987145,0.01570780416,0.01367479252,0.00892076833,0.006805630451,0.003799500425,0.0131603414,0.03869540155
0.1681526866,0.02716053974,0.1528245226,0.03792837353,0.00674519794,0.01821807769,0.002282489448,0.0490711988,0.01260870104,0.02913156932,0.01786323038,0.01735497747,0.00969554411,0.01648257994,0.01367479252,0.01124509567,0.004481303111,0.003799500425,0.01393511718,0.03869540155
0.1681526866,0.0248362124,0.169094814,0.03870314931,0.00674519794,0.01434419879,0.002282489448,0.03512523476,0.0102843737,0.03145589666,0.0132145757,0.01890452903,0.00814599255,0.01338347682,0.01599911985,0.00737121677,0.00835518201,0.003024724645,0.01548466874,0.04876748669
0.1239904672,0.01243979992,0.07147306569,0.02010853059,0.0044208706,0.00659644099,0.0007329378878,0.03280090742,0.007185270583,0.01441082951,0.01166502414,0.006508116551,0.00582166521,0.007185270583,0.0105756894,0.00659644099,0.004481303111,0.003024724645,0.0170342203,0.02319988595
0.177449996,0.03103441864,0.1768425718,0.04567613133,0.00674519794,0.01821807769,0.002282489448,0.04597209568,0.01183392526,0.03300544822,0.0170884546,0.01425587435,0.00737121677,0.01183392526,0.01909822297,0.00814599255,0.005256078891,0.004574276204,0.01935854764,0.04101972889
0.120891364,0.0170884546,0.130356025,0.03792837353,0.00597042216,0.00737121677,0.002282489448,0.03667478632,0.009509597922,0.01983425997,0.01553890304,0.01503065013,0.01201987145,0.01648257994,0.01832344719,0.00969554411,0.006030854671,0.004574276204,0.01625944452,0.03482152265
0.1805490991,0.0248362124,0.1659957108,0.04412657977,0.008294749499,0.01201987145,0.002282489448,0.0374495621,0.008734822142,0.03300544822,0.01398935148,0.01038199545,0.00659644099,0.009509597922,0.02297210187,0.00659644099,0.005256078891,0.004574276204,0.01548466874,0.04179450467
0.1728013413,0.02716053974,0.1729686929,0.03482927041,0.00597042216,0.01279464723,0.002282489448,0.03590001054,0.0102843737,0.02913156932,0.01553890304,0.01348109857,0.01356942301,0.01183392526,0.01599911985,0.00892076833,0.006030854671,0.003024724645,0.02013332342,0.04644315935
0.1782247718,0.02561098818,0.1807164507,0.04180225243,0.01139385262,0.01744330191,0.002282489448,0.0451973199,0.0102843737,0.02913156932,0.01398935148,0.01812975325,0.01047031989,0.01183392526,0.01599911985,0.00659644099,0.004481303111,0.003024724645,0.01625944452,0.03869540155
0.1882968569,0.03025964286,0.1985362936,0.05109956179,0.01139385262,0.01744330191,0.002282489448,0.04597209568,0.009509597922,0.03532977556,0.01631367882,0.01890452903,0.01279464723,0.02268078618,0.01987299875,0.01201987145,0.004481303111,0.003024724645,0.02013332342,0.04644315935
0.1867473053,0.03103441864,0.1745182444,0.04180225243,0.00597042216,0.01744330191,0.002282489448,0.03977388944,0.0141582526,0.03145589666,0.02018755772,0.01735497747,0.00969554411,0.01183392526,0.01290001674,0.00892076833,0.00835518201,0.005349051984,0.01393511718,0.03947017733
0.1557562741,0.02251188506,0.1365542312,0.04257702821,0.009844301059,0.01047031989,0.002282489448,0.03822433788,0.008734822142,0.02138381152,0.01243979992,0.01270632279,0.00659644099,0.01570780416,0.01522434407,0.00969554411,0.004481303111,0.003024724645,0.01161078984,0.02707376485
